day,interval,detid,flow,occ,error,city,speed
2017-05-09,39300,06.X-2li,96,0.42,1,augsburg,
2017-05-09,39600,06.X-2li,100,0.3,1,augsburg,
2017-05-09,39900,06.X-2li,100,0.3,1,augsburg,
2017-05-09,40200,06.X-2li,100,0.3,1,augsburg,
2017-05-09,40500,06.X-2li,120,0.34,1,augsburg,
2017-05-09,40800,06.X-2li,120,0.34,1,augsburg,
2017-05-09,41100,06.X-2li,120,0.34,1,augsburg,
2017-05-09,41400,06.X-2li,76,0.25,1,augsburg,
2017-05-09,41700,06.X-2li,76,0.25,1,augsburg,
2017-05-09,42000,06.X-2li,76,0.25,1,augsburg,
